"entrezgene_id","entrezgene_accession"
83659,"TEKT1"
7321,"UBE2D1"
30001,"ERO1A"
81792,"ADAMTS12"
1137,"CHRNA4"
54478,"PIMREG"
28984,"RGCC"
3150,"HMGN1"
2662,"GDF10"
23078,"VWA8"
9452,"ITM2A"
7582,"ZNF33B"
2776,"GNAQ"
102724488,"LOC102724488"
10379,"IRF9"
23514,"SPIDR"
8195,"MKKS"
51213,"LUZP4"
728695,"SPANXB1"
216,"ALDH1A1"
84254,"CAMKK1"
8829,"NRP1"
345643,"MCIDAS"
644054,"FAM25C"
8195,"MKKS"
8195,"MKKS"
57161,"PELI2"
1917,"EEF1A2"
27018,"BEX3"
122830,"NAA30"
51438,"MAGEC2"
161198,"CLEC14A"
139065,"SLITRK4"
9985,"REC8"
4674,"NAP1L2"
5753,"PTK6"
9628,"RGS6"
27336,"HTATSF1"
5911,"RAP2A"
79025,"FNDC11"
10161,"LPAR6"
81572,"PDRG1"
55739,"NAXD"
343702,"XKR7"
6906,"SERPINA7"
140706,"CCM2L"
1016,"CDH18"
23253,"ANKRD12"
5023,"P2RX1"
113201,"GOLM2"
8500,"PPFIA1"
25817,"TAFA5"
51270,"TFDP3"
2700,"GJA3"
23195,"MDN1"
79602,"ADIPOR2"
5326,"PLAGL2"
2706,"GJB2"
5594,"MAPK1"
3476,"IGBP1"
2017,"CTTN"
23509,"POFUT1"
10804,"GJB6"
142684,"RAB40A"
139067,"SPANXN3"
442425,"FOXB2"
5239,"PGM5"
79711,"IPO4"
7485,"GET1"
84528,"RHOXF2"
149950,"NOL4L-DT"
284805,"C20orf203"
400566,"C17orf97"
3784,"KCNQ1"
147339,"C18orf25"
22919,"MAPRE1"
29968,"PSAT1"
54521,"WDR44"
57519,"STARD9"
6598,"SMARCB1"
83394,"PITPNM3"
7750,"ZMYM2"
10544,"PROCR"
220134,"SKA1"
26064,"RAI14"
101410538,"MMP24OS"
399694,"SHC4"
286046,"XKR6"
10893,"MMP24"
2796,"GNRH1"
5121,"PCP4"
128876,"FAM83C"
6737,"TRIM21"
158158,"RASEF"
55197,"RPRD1A"
140885,"SIRPA"
139221,"PWWP3B"
1826,"DSCAM"
7762,"ZNF215"
54981,"NMRK1"
84898,"PLXDC2"
680,"BRS3"
79980,"DSN1"
142689,"ASB12"
8897,"MTMR3"
8773,"SNAP23"
6014,"RIT2"
887,"CCKBR"
2258,"FGF13"
221711,"SYCP2L"
64425,"POLR1E"
64693,"CTAGE1"
6251,"RSU1"
25825,"BACE2"
6860,"SYT4"
9994,"CASP8AP2"
221143,"EEF1AKMT1"
374378,"GALNT18"
26524,"LATS2"
57336,"ZNF287"
7172,"TPMT"
55835,"CENPJ"
51280,"GOLM1"
139285,"AMER1"
160298,"C11orf42"
7547,"ZIC3"
5932,"RBBP8"
64663,"SPANXC"
797,"CALCB"
26280,"IL1RAPL2"
489,"ATP2A3"
285782,"CAGE1"
57608,"JCAD"
150135,"LINC00479"
84694,"GJA10"
54503,"ZDHHC13"
139081,"MAGEC3"
84858,"ZNF503"
54101,"RIPK4"
715,"C1R"
9576,"SPAG6"
389898,"UBE2NL"
100506164,"HSFX1"
140685,"ZBTB46"
100272147,"CMC4"
79670,"TUT7"
9619,"ABCG1"
23315,"SLC9A8"
6575,"SLC20A2"
158800,"RHOXF1"
4107,"MAGEA8"
78997,"GDAP1L1"
3423,"IDS"
387914,"SHISA2"
122042,"RXFP2"
10548,"TM9SF1"
7761,"ZNF214"
83464,"APH1B"
63898,"SH2D4A"
220972,"MARCHF8"
125488,"TTC39C"
4586,"MUC5AC"
55614,"KIF16B"
84700,"MYO18B"
10129,"FRY"
221496,"LEMD2"
56975,"FAM20C"
51279,"C1RL"
11099,"PTPN21"
80312,"TET1"
7306,"TYRP1"
114786,"XKR4"
1630,"DCC"
283629,"TSSK4"
22943,"DKK1"
79056,"PRRG4"
84978,"FRMD5"
23641,"LDOC1"
4515,"MTCP1"
94137,"RP1L1"
3799,"KIF5B"
10687,"PNMA2"
7165,"TPD52L2"
9630,"GNA14"
27288,"RBMXL2"
29082,"CHMP4A"
646658,"SYNDIG1L"
2556,"GABRA3"
7032,"TFF2"
8612,"PLPP2"
83758,"RBP5"
80821,"DDHD1"
7763,"ZFAND5"
7031,"TFF1"
2296,"FOXC1"
63982,"ANO3"
64699,"TMPRSS3"
405754,"ERVFRD-1"
4067,"LYN"
5596,"MAPK4"
378884,"NHLRC1"
9746,"CLSTN3"
145553,"MDP1"
4110,"MAGEA11"
9425,"CDYL"
9248,"GPR50"
139135,"PASD1"
494470,"RNF165"
126353,"MISP"
284111,"SLC13A5"
100528064,"NEDD8-MDP1"
3547,"IGSF1"
83876,"MRO"
196513,"DCP1B"
4337,"MOCS1"
4738,"NEDD8"
138199,"CARNMT1"
6101,"RP1"
145781,"GCOM1"
23047,"PDS5B"
27290,"SPINK4"
51292,"GMPR2"
9925,"ZBTB5"
54212,"SNTG1"
22948,"CCT5"
8048,"CSRP3"
60560,"NAA35"
9397,"NMT2"
5830,"PEX5"
775,"CACNA1C"
81542,"TMX1"
10347,"ABCA7"
91647,"ATPAF2"
53347,"UBASH3A"
286380,"FOXD4L3"
6093,"ROCK1"
645687,"LINC00520"
222643,"UNC5CL"
84270,"CARD19"
143425,"SYT9"
150248,"C22orf15"
222642,"TSPO2"
85457,"CIPC"
4081,"MAB21L1"
27352,"SGSM3"
170371,"TMEM273"
140701,"ABHD16B"
57213,"SPRYD7"
283106,"CSNK2A3"
30813,"VSX1"
2914,"GRM4"
2188,"FANCF"
26578,"OSTF1"
55128,"TRIM68"
9724,"UTP14C"
84817,"TXNDC17"
90019,"SYT8"
4752,"NEK3"
51637,"RTRAF"
51046,"ST8SIA3"
1010,"CDH12"
9851,"KIAA0753"
55749,"CCAR1"
220441,"RNF152"
10398,"MYL9"
120534,"ARL14EP"
80323,"CCDC68"
1820,"ARID3A"
60436,"TGIF2"
26297,"SERGEF"
257019,"FRMD3"
51669,"SARAF"
7136,"TNNI2"
2255,"FGF10"
9472,"AKAP6"
4087,"SMAD2"
84174,"SLA2"
22904,"SBNO2"
541578,"EOLA2"
22880,"MORC2"
115827,"RAB3C"
26512,"INTS6"
64949,"MRPS26"
89765,"RSPH1"
5020,"OXT"
55421,"NCBP3"
4046,"LSP1"
551,"AVP"
9420,"CYP7B1"
375444,"C5orf34"
65991,"FUNDC2"
23670,"CEMIP2"
22888,"UBOX5"
54020,"SLC37A1"
767,"CA8"
400581,"GRAPL"
65992,"DDRGK1"
133418,"EMB"
6751,"SSTR1"
55145,"THAP1"
55244,"SLC47A1"
91966,"EOLA1"
79845,"RNF122"
3704,"ITPA"
154141,"MBOAT1"
29116,"MYLIP"
79993,"ELOVL7"
5152,"PDE9A"
5874,"RAB27B"
390874,"ONECUT3"
116444,"GRIN3B"
7726,"TRIM26"
102725072,"POM121L15P"
255926,"ADAM5"
145508,"CEP128"
8214,"DGCR6"
1265,"CNN2"
847,"CAT"
9352,"TXNL1"
3672,"ITGA1"
26118,"WSB1"
64648,"SPANXD"
60685,"ZFAND3"
3397,"ID1"
79589,"RNF128"
84701,"COX4I2"
4700,"NDUFA6"
26138,"LINC00588"
9811,"CTIF"
219402,"MTIF3"
79698,"ZMAT4"
10912,"GADD45G"
10480,"EIF3M"
83446,"CCDC70"
22974,"TPX2"
2841,"GPR18"
51442,"VGLL1"
23281,"MTUS2"
496,"ATP4B"
1769,"DNAH8"
145407,"ARMH4"
55071,"C9orf40"
27341,"RRP7A"
6011,"GRK1"
9947,"MAGEC1"
22927,"HABP4"
51496,"CTDSPL2"
340596,"LHFPL1"
10673,"TNFSF13B"
10640,"EXOC5"
2157,"F8"
10126,"DNAL4"
7702,"ZNF143"
79816,"TLE6"
7111,"TMOD1"
23467,"NPTXR"
55789,"DEPDC1B"
23466,"CBX6"
4200,"ME2"
5042,"PABPC3"
103689915,"DLEU1-AS1"
7140,"TNNT3"
200315,"APOBEC3A"
100913187,"APOBEC3A_B"
219287,"AMER2"
10400,"PEMT"
100130613,"PRR32"
6049,"RNF6"
55363,"HEMGN"
100133053,"CXorf51B"
9582,"APOBEC3B"
9133,"CCNB2"
2334,"AFF2"
100131213,"ZNF503-AS2"
3074,"HEXB"
203069,"R3HCC1"
7528,"YY1"
5064,"PALM"
11130,"ZWINT"
27350,"APOBEC3C"
92483,"LDHAL6B"
55051,"NRDE2"
26035,"GLCE"
51761,"ATP8A2"
200316,"APOBEC3F"
4741,"NEFM"
26277,"TINF2"
51003,"MED31"
60489,"APOBEC3G"
29979,"UBQLN1"
64762,"GAREM1"
9318,"COPS2"
125170,"MIEF2"
5828,"PEX2"
85366,"MYLK2"
79366,"HMGN5"
5434,"POLR2E"
221491,"SMIM29"
317762,"CCDC85C"
167555,"FAM151B"
83938,"LRMDA"
51101,"ZC2HC1A"
10454,"TAB1"
201501,"ZBTB7C"
100129792,"CCDC152"
137902,"PXDNL"
2307,"FOXS1"
23590,"PDSS1"
7051,"TGM1"
598,"BCL2L1"
5891,"MOK"
23326,"USP22"
79649,"MAP7D3"
83732,"RIOK1"
23517,"MTREX"
4248,"MGAT3"
3293,"HSD17B3"
54471,"MIEF1"
26278,"SACS"
5569,"PKIA"
7570,"ZNF22"
55857,"KIZ"
8698,"S1PR4"
56926,"NCLN"
311,"ANXA11"
79776,"ZFHX4"
100287399,"POTEB2"
5875,"RABGGTA"
2740,"GLP1R"
120237,"DBX1"
29935,"RPA4"
83450,"DRC3"
139170,"DCAF12L1"
54471,"MIEF1"
10114,"HIPK3"
91582,"RPS19BP1"
3710,"ITPR3"
2747,"GLUD2"
153339,"TMEM167A"
102724631,"POTEB3"
157807,"CLVS1"
54881,"TEX10"
83733,"SLC25A18"
121793,"TEX29"
1404,"HAPLN1"
284257,"BOD1L2"
8780,"RIOK3"
203076,"C8orf74"
115207,"KCTD12"
1203,"CLN5"
4091,"SMAD6"
55156,"ARMC1"
123606,"NIPA1"
23191,"CYFIP1"
58495,"OVOL2"
6150,"MRPL23"
107987373,"LOC107987373"
1462,"VCAN"
116443,"GRIN3A"
529,"ATP6V1E1"
79710,"MORC4"
100132979,"GOLGA8DP"
26224,"FBXL3"
84293,"PRXL2A"
79811,"SLTM"
692086,"SNORD17"
92667,"MGME1"
1539,"CYLC2"
201456,"FBXO15"
9546,"APBA3"
283685,"GOLGA6L2"
54551,"MAGEL2"
4783,"NFIL3"
4692,"NDN"
1306,"COL15A1"
64321,"SOX17"
7411,"VBP1"
2314,"FLII"
100303755,"PET117"
283120,"H19"
9623,"TCL1B"
6144,"RPL21"
8424,"BBOX1"
24141,"LAMP5"
389668,"XKR9"
27134,"TJP3"
9895,"TECPR2"
29974,"A1CF"
4864,"NPC1"
115817,"DHRS1"
9491,"PSMF1"
4739,"NEDD9"
3598,"IL13RA2"
23786,"BCL2L13"
196541,"METTL21C"
338645,"LUZP2"
2073,"ERCC5"
55824,"PAG1"
9751,"SNPH"
89845,"ABCC10"
4076,"CAPRIN1"
444,"ASPH"
5255,"PHKA1"
55151,"TMEM38B"
161424,"NOP9"
27111,"SDCBP2"
7572,"ZNF24"
5700,"PSMC1"
56033,"BARX1"
3671,"ISLR"
6555,"SLC10A2"
5019,"OXCT1"
7295,"TXN"
64220,"STRA6"
90701,"SEC11C"
9728,"SECISBP2L"
27141,"CIDEB"
87769,"GGACT"
57553,"MICAL3"
116369,"SLC26A8"
284422,"SMIM24"
5732,"PTGER2"
386618,"KCTD4"
26050,"SLITRK5"
23250,"ATP11A"
126306,"JSRP1"
105372240,"LOC105372240"
1005,"CDH7"
283600,"SLC25A47"
56413,"LTB4R2"
128646,"SIRPD"
148066,"ZNRF4"
1241,"LTB4R"
4782,"NFIC"
9562,"MINPP1"
90203,"SNX21"
6288,"SAA1"
196883,"ADCY4"
203286,"ANKS6"
7019,"TFAM"
25941,"TPGS2"
10923,"SUB1"
140831,"ZSWIM3"
8539,"API5"
55102,"ATG2B"
5360,"PLTP"
11234,"HPS5"
11278,"KLF12"
8925,"HERC1"
54890,"ALKBH5"
57105,"CYSLTR2"
158866,"ZDHHC15"
100529239,"RPS10-NUDT3"
138255,"CFAP95"
5507,"PPP1R3C"
84647,"PLA2G12B"
11141,"IL1RAPL1"
170622,"COMMD6"
1819,"DRG2"
2894,"GRID1"
10009,"ZBTB33"
9252,"RPS6KA5"
222658,"KCTD20"
4814,"NINJ1"
63935,"PCIF1"
139378,"ADGRG4"
195828,"ZNF367"
51028,"VPS36"
63925,"ZNF335"
26509,"MYOF"
401548,"SNX30"
116442,"RAB39B"
4675,"NAP1L3"
4295,"MLN"
3149,"HMGB3"
11035,"RIPK3"
4318,"MMP9"
8498,"RANBP3"
23230,"VPS13A"
255189,"PLA2G4F"
2280,"FKBP1A"
80006,"TRAPPC13"
24149,"ZNF318"
3597,"IL13RA1"
24147,"FJX1"
26586,"CKAP2"
4776,"NFATC4"
2965,"GTF2H1"
51218,"GLRX5"
4160,"MC4R"
122481,"AK7"
84300,"UQCC2"
7490,"WT1"
83959,"SLC4A11"
54495,"TMX3"
23500,"DAAM2"
23368,"PPP1R13B"
55142,"HAUS2"
9790,"BMS1"
10910,"SUGT1"
125150,"ZSWIM7"
3003,"GZMK"
55086,"RADX"
49,"ACR"
411,"ARSB"
29919,"RMC1"
3087,"HHEX"
3939,"LDHA"
144983,"HNRNPA1L2"
80125,"CCDC33"
54462,"CCSER2"
79400,"NOX5"
8464,"SUPT3H"
728712,"SPANXA2"
63941,"NECAB3"
10150,"MBNL2"
64105,"CENPK"
9950,"GOLGA5"
55687,"TRMU"
574030,"MIR362"
4594,"MMUT"
9697,"TRAM2"
23746,"AIPL1"
22800,"RRAS2"
54916,"TMEM260"
221035,"REEP3"
150094,"SIK1"
11329,"STK38"
1583,"CYP11A1"
406897,"MIR105-1"
7546,"ZIC2"
55328,"RNLS"
257000,"TINCR"
6853,"SYN1"
2788,"GNG7"
28316,"CDH20"
85416,"ZIC5"
114781,"BTBD9"
11077,"HSF2BP"
222484,"LNX2"
7093,"TLL2"
55702,"YJU2"
219409,"GSX1"
3651,"PDX1"
8482,"SEMA7A"
51082,"POLR1D"
2769,"GNA15"
390598,"SKOR1"
102724334,"LOC102724334"
29947,"DNMT3L"
23037,"PDZD2"
10418,"SPON1"
2002,"ELK1"
5771,"PTPN2"
449520,"GGNBP1"
3981,"LIG4"
29982,"NRBF2"
56906,"THAP10"
5232,"PGK2"
143241,"DYDC1"
6294,"SAFB"
2581,"GALC"
9308,"CD83"
10391,"CORO2B"
171425,"CLYBL"
8409,"UXT"
326,"AIRE"
84993,"UBL7"
8567,"MADD"
9358,"ITGBL1"
1557,"CYP2C19"
55633,"TBC1D22B"
128864,"C20orf144"
1869,"E2F1"
60481,"ELOVL5"
80351,"TNKS2"
27023,"FOXB1"
23213,"SULF1"
11264,"PXMP4"
7076,"TIMP1"
2644,"GCHFR"
23151,"GRAMD4"
5211,"PFKL"
902,"CCNH"
771,"CA12"
128866,"CHMP4B"
8645,"KCNK5"
9203,"ZMYM3"
55118,"CRTAC1"
162517,"FBXO39"
55578,"SUPT20H"
26013,"L3MBTL1"
3159,"HMGA1"
9620,"CELSR1"
256302,"NATD1"
1362,"CPD"
9025,"RNF8"
55526,"DHTKD1"
252884,"ZNF396"
4643,"MYO1E"
623,"BDKRB1"
23239,"PHLPP1"
5905,"RANGAP1"
55166,"CENPQ"
55038,"CDCA4"
57688,"ZSWIM6"
256691,"MAMDC2"
860,"RUNX2"
340665,"CYP26C1"
7453,"WARS1"
83937,"RASSF4"
3673,"ITGA2"
28513,"CDH19"
755,"CFAP410"
4642,"MYO1D"
5887,"RAD23B"
9667,"SAFB2"
81543,"LRRC3"
284276,"LINC00908"
118788,"PIK3AP1"
4010,"LMX1B"
54084,"TSPEAR"
117283,"IP6K3"
51762,"RAB8B"
3692,"EIF6"
26548,"ITGB1BP2"
2642,"GCGR"
284274,"SMIM21"
317781,"DDX51"
828,"CAPS"
1369,"CPN1"
386677,"KRTAP10-1"
81488,"POLR2M"
637,"BID"
135152,"B3GAT2"
83608,"C18orf21"
386682,"KRTAP10-3"
386680,"KRTAP10-5"
386674,"KRTAP10-6"
386675,"KRTAP10-7"
2833,"CXCR3"
386681,"KRTAP10-8"
353333,"KRTAP10-10"
386678,"KRTAP10-11"
386684,"KRTAP12-4"
386683,"KRTAP12-3"
353323,"KRTAP12-2"
353332,"KRTAP12-1"
55776,"SAYSD1"
1612,"DAPK1"
1193,"CLIC2"
65989,"DLK2"
26287,"ANKRD2"
7327,"UBE2G2"
5111,"PCNA"
3643,"INSR"
79050,"NOC4L"
83740,"H2AB3"
116328,"C8orf34"
25820,"ARIH1"
54518,"APBB1IP"
284252,"KCTD1"
55217,"TMLHE"
642,"BLMH"
348262,"MCRIP1"
988,"CDC5L"
8760,"CDS2"
6845,"VAMP7"
754,"PTTG1IP"
7180,"CRISP2"
128674,"PROKR2"
25800,"SLC39A6"
23522,"KAT6B"
7078,"TIMP3"
761,"CA3"
85395,"SLX9"
5330,"PLCB2"
79174,"CRELD2"
5956,"OPN1LW"
23030,"KDM4B"
3174,"HNF4G"
7541,"ZBTB14"
91603,"ZNF830"
27131,"SNX5"
728039,"SSR4P1"
84081,"NSRP1"
23275,"POFUT2"
5641,"LGMN"
116729,"PPP1R27"
133746,"JMY"
54928,"BPNT2"
8277,"TKTL1"
2587,"GALR1"
5314,"PKHD1"
2668,"GDNF"
401466,"RBIS"
25925,"ZNF521"
2745,"GLRX"
55757,"UGGT2"
55364,"IMPACT"
256987,"SERINC5"
26778,"SNORA70"
9130,"FAM50A"
60680,"CELF5"
64359,"NXN"
149951,"COMMD7"
29780,"PARVB"
27067,"STAU2"
57144,"PAK5"
54039,"PCBP3"
147381,"CBLN2"
55558,"PLXNA3"
2797,"GNRH2"
25836,"NIPBL"
54872,"PIGG"
22801,"ITGA11"
7409,"VAV1"
79736,"TEFM"
8812,"CCNK"
140836,"BANF2"
26960,"NBEA"
27327,"TNRC6A"
497258,"BDNF-AS"
400591,"TMEM132E-DT"
1522,"CTSZ"
79018,"GID4"
8266,"UBL4A"
122616,"CLBA1"
54902,"TTC19"
2030,"SLC29A1"
83852,"SETDB2"
8273,"SLC10A3"
51131,"PHF11"
51495,"HACD3"
84193,"SETD3"
7552,"ZNF711"
28985,"MCTS1"
158427,"TSTD2"
7113,"TMPRSS2"
4155,"MBP"
51209,"RAB9B"
29071,"C1GALT1C1"
1620,"BRINP1"
115584,"SLC5A11"
7150,"TOP1"
2747,"GLUD2"
23264,"ZC3H7B"
163,"AP2B1"
54886,"PLPPR1"
10943,"MSL3"
55213,"RCBTB1"
1160,"CKMT2"
113146,"AHNAK2"
221150,"SKA3"
7008,"TEF"
4686,"NCBP1"
51550,"CINP"
5621,"PRNP"
10766,"TOB2"
78988,"MRPL57"
84844,"PHF5A"
23627,"PRND"
149830,"PRNT"
221154,"MICU2"
9770,"RASSF2"
79963,"ABCA11P"
23399,"CTDNEP1"
171568,"POLR3H"
145567,"TTC7B"
80273,"GRPEL1"
161514,"TBC1D21"
56606,"SLC2A9"
2254,"FGF9"
9054,"NFS1"
4599,"MX1"
2015,"ADGRE1"
29880,"ALG5"
27020,"NPTN"
301,"ANXA1"
9180,"OSMR"
55114,"ARHGAP17"
27254,"CSDC2"
1665,"DHX15"
5372,"PMM1"
135154,"SDHAF4"
2346,"FOLH1"
3574,"IL7"
8111,"GPR68"
90523,"MLIP"
9658,"ZNF516"
11340,"EXOSC8"
83539,"CHST9"
27351,"DESI1"
56659,"KCNK13"
152687,"ZNF595"
4351,"MPI"
4600,"MX2"
23587,"ELP5"
23462,"HEY1"
55775,"TDP1"
112441434,"SHLD3"
84307,"ZNF397"
2650,"GCNT1"
2547,"XRCC6"
83734,"ATG10"
8532,"CPZ"
3301,"DNAJA1"
140823,"ROMO1"
150082,"LCA5L"
5125,"PCSK5"
9584,"RBM39"
5924,"RASGRF2"
85019,"TMEM241"
55351,"STK32B"
58492,"ZNF77"
55068,"ENOX1"
2767,"GNA11"
347734,"SLC35B2"
793,"CALB1"
219749,"ZNF25"
160857,"CCDC122"
522,"ATP5PF"
84332,"DYDC2"
1366,"CLDN7"
144811,"LACC1"
55643,"BTBD2"
138240,"C9orf57"
3916,"LAMP1"
51167,"CYB5R4"
54708,"MARCHF5"
4487,"MSX1"
64168,"NECAB1"
79774,"GRTP1"
253430,"IPMK"
6517,"SLC2A4"
7088,"TLE1"
1147,"CHUK"
152992,"TRMT44"
51298,"THEG"
10693,"CCT6B"
54557,"SGTB"
55208,"DCUN1D2"
51466,"EVL"
84221,"SPATC1L"
4199,"ME1"
2669,"GEM"
4047,"LSS"
64083,"GOLPH3"
10116,"FEM1B"
57533,"TBC1D14"
258010,"SVIP"
4145,"MATK"
55002,"TMCO3"
4143,"MAT1A"
55250,"ELP2"
65986,"ZBTB10"
51087,"YBX2"
120526,"DNAJC24"
4809,"SNU13"
5558,"PRIM2"
345651,"ACTBL2"
5371,"PML"
83594,"NUDT12"
6425,"SFRP5"
140459,"ASB6"
22849,"CPEB3"
79640,"C22orf46"
7027,"TFDP1"
3948,"LDHC"
65056,"GPBP1"
4325,"MMP16"
150274,"HSCB"
1984,"EIF5A"
2619,"GAS1"
162494,"RHBDL3"
89846,"FGD3"
54536,"EXOC6"
25803,"SPDEF"
113622,"ADPRHL1"
11200,"CHEK2"
85481,"PSKH2"
5454,"POU3F2"
51284,"TLR7"
1816,"DRD5"
63978,"PRDM14"
23091,"ZC3H13"
653220,"XAGE1A"
112609,"MRAP2"
9079,"LDB2"
341676,"NEK5"
26036,"ZNF451"
2171,"FABP5"
5636,"PRPSAP2"
114044,"MCM3AP-AS1"
280658,"SSX7"
140801,"RPL10L"
55860,"ACTR10"
2874,"GPS2"
10841,"FTCD"
6322,"SCML1"
64328,"XPO4"
80114,"BICC1"
55312,"RFK"
9469,"CHST3"
83742,"MARVELD1"
645974,"PABPC1L2B"
90871,"DMAC1"
4437,"MSH3"
727837,"SSX2B"
27130,"INVS"
52,"ACP1"
23077,"MYCBP2"
4542,"MYO1F"
3166,"HMX1"
6319,"SCD"
3141,"HLCS"
51527,"GSKIP"
55366,"LGR4"
104,"ADARB1"
166647,"ADGRA3"
112817,"HOGA1"
54704,"PDP1"
414157,"C10orf62"
9107,"MTMR6"
10838,"ZNF275"
8945,"BTRC"
8989,"TRPA1"
7712,"ZNF157"
3895,"KTN1"
6204,"RPS10"
9500,"MAGED1"
5927,"KDM5A"
54737,"MPHOSPH8"
84461,"NEURL4"
10592,"SMC2"
55269,"PSPC1"
115825,"WDFY2"
27201,"GPR78"
639,"PRDM1"
11251,"PTGDR2"
54765,"TRIM44"
91304,"TMEM259"
5007,"OSBP"
1015,"CDH17"
10666,"CD226"
55286,"C4orf19"
1791,"DNTT"
55763,"EXOC1"
54941,"RNF125"
84654,"SPZ1"
4008,"LMO7"
7089,"TLE2"
4064,"CD180"
196047,"EMX2OS"
64799,"IQCH"
2495,"FTH1"
11165,"NUDT3"
3575,"IL7R"
10003,"NAALAD2"
11072,"DUSP14"
23556,"PIGN"
85315,"PAQR8"
221061,"FAM171A1"
3980,"LIG3"
135228,"CD109"
57102,"C12orf4"
7581,"ZNF33A"
8439,"NSMAF"
1350,"COX7C"
203328,"SUSD3"
22832,"CEP162"
3619,"INCENP"
401190,"RGS7BP"
8226,"PUDP"
3753,"KCNE1"
11067,"DEPP1"
1312,"COMT"
8904,"CPNE1"
1291,"COL6A1"
55296,"TBC1D19"
56157,"TEX13A"
118812,"MORN4"
84250,"SLF1"
10422,"UBAC1"
84968,"PNMA6A"
1287,"COL4A5"
9377,"COX5A"
26973,"CHORDC1"
9446,"GSTO1"
8555,"CDC14B"
6515,"SLC2A3"
9744,"ACAP1"
80125,"CCDC33"
10309,"CCNO"
116541,"MRPL54"
84311,"MRPL45"
5618,"PRLR"
92140,"MTDH"
10023,"FRAT1"
83475,"DOHH"
79899,"PRR5L"
282991,"BLOC1S2"
221409,"SPATS1"
10215,"OLIG2"
51701,"NLK"
148156,"ZNF558"
116448,"OLIG1"
3741,"KCNA5"
84318,"CCDC77"
147040,"KCTD11"
7033,"TFF3"
862,"RUNX1T1"
339168,"TMEM95"
221458,"KIF6"
317754,"POTED"
421,"ARVCF"
80019,"UBTD1"
57636,"ARHGAP23"
118881,"COMTD1"
29099,"COMMD9"
285016,"ALKAL2"
81794,"ADAMTS10"
89766,"UMODL1"
60370,"AVPI1"
10647,"SCGB1D2"
23223,"RRP12"
8022,"LHX3"
8854,"ALDH1A2"
10891,"PPARGC1A"
51112,"TRAPPC12"
80829,"ZFP91"
29993,"PACSIN1"
2886,"GRB7"
2649,"NR6A1"
128989,"TANGO2"
10249,"GLYAT"
9363,"RAB33A"
55609,"ZNF280C"
56005,"MYDGF"
6428,"SRSF3"
79097,"TRIM48"
6540,"SLC6A13"
100500938,"CCDC179"
55256,"ADI1"
65249,"ZSWIM4"
10196,"PRMT3"
94025,"MUC16"
27145,"FILIP1"
9131,"AIFM1"
81491,"GPR63"
407018,"MIR27A"
407010,"MIR23A"
342977,"NANOS3"
54210,"TREM1"
79173,"BRME1"
5141,"PDE4A"
8076,"MFAP5"
51302,"CYP39A1"
4756,"NEO1"
2040,"STOM"
1827,"RCAN1"
54862,"CC2D1A"
283254,"HARBI1"
31,"ACACA"
55761,"TTC17"
814,"CAMK4"
6850,"SYK"
9353,"SLIT2"
25998,"IBTK"
93492,"TPTE2"
29761,"USP25"
283537,"SLC46A3"
7476,"WNT7A"
11140,"CDC37"
51371,"POMP"
54221,"SNTG2"
80150,"ASRGL1"
8600,"TNFSF11"
6414,"SELENOP"
100130264,"SLC24A3-AS1"
10752,"CHL1"
9935,"MAFB"
406961,"MIR185"
64900,"LPIN3"
90379,"DCAF15"
55552,"ZNF823"
27037,"TRMT2A"
126070,"ZNF440"
7174,"TPP2"
23283,"CSTF2T"
5989,"RFX1"
84333,"PCGF5"
26253,"CLEC4E"
126068,"ZNF441"
26610,"ELP4"
10927,"SPIN1"
90141,"EFCAB11"
10940,"POP1"
78989,"COLEC11"
84986,"ARHGAP19"
84181,"CHD6"
79048,"SECISBP2"
10212,"DDX39A"
540,"ATP7B"
57494,"RIMKLB"
117579,"RLN3"
9466,"IL27RA"
84896,"ATAD1"
342979,"PALM3"
203111,"ERICH5"
2120,"ETV6"
4724,"NDUFS4"
79890,"RIN3"
142913,"CFL1P1"
5902,"RANBP1"
337879,"KRTAP8-1"
100144748,"KLLN"
51267,"CLEC1A"
6590,"SLPI"
5728,"PTEN"
337878,"KRTAP7-1"
337880,"KRTAP11-1"
10363,"HMG20A"
28957,"MRPS28"
25911,"DPCD"
6647,"SOD1"
10406,"WFDC2"
134429,"STARD4"
138009,"DCAF4L2"
90378,"SAMD1"
5566,"PRKACA"
81796,"SLCO5A1"
283420,"CLEC9A"
9980,"DOP1B"
976,"ADGRE5"
10816,"SPINT3"
9719,"ADAMTSL2"
140870,"WFDC6"
4040,"LRP6"
64841,"GNPNAT1"
246243,"RNASEH1"
57119,"EPPIN"
84993,"UBL7"
27343,"POLL"
29801,"ZDHHC8"
55723,"ASF1B"
649330,"HNRNPCL3"
140686,"WFDC3"
51143,"DYNC1LI1"
96764,"TGS1"
22859,"ADGRL1"
1349,"COX7B"
100124539,"SNORA11B"
677768,"SCARNA13"
440563,"HNRNPCL2"
280660,"SSX9P"
129787,"TMEM18"
5122,"PCSK1"
10214,"SSX3"
51123,"ZNF706"
7290,"HIRA"
3446,"IFNA10"
85301,"COL27A1"
343068,"PRAMEF5"
6759,"SSX4"
116092,"DNTTIP1"
126069,"ZNF491"
6201,"RPS7"
1603,"DAD1"
25841,"ABTB2"
85360,"SYDE1"
386676,"KRTAP10-9"
3275,"PRMT2"
57505,"AARS2"
7534,"YWHAZ"
